id,title,authors,venue,publishing_date,url,date_found,source_mode,relevance_tier,matched_interests,residual_score,theme_groups,headline,summary,abstract,notes,is_read,is_starred,user_lists
zhang-2026-verification-forward,Verification and Forward Invariance of Control Barrier Functions for Differential-Algebraic Systems,"Hongchao Zhang, Mohamad H. Kazma, Meiyi Ma, Taylor T. Johnson, Ahmad F. Taha",arXiv,Mar 2026,https://arxiv.org/abs/2603.13509,2026-03-31,web_survey,definitely,Safe & robust robot control|Control Barrier Functions (CBFs),0,Safety & Verification,CBF verification extended to differential-algebraic equation systems with formal certificates,Introduces DAE-aware CBFs that incorporate differential-algebraic structure through projected vector fields. Derives conditions ensuring forward invariance while preserving algebraic constraints. Provides SOS certificates for polynomial systems and SMT-based falsification for neural network candidates. Validated on wind turbine and flexible-link manipulator systems.,"Differential-algebraic equations (DAEs) arise in power networks, chemical processes, and multibody systems, where algebraic constraints encode physical conservation laws. The safety of such systems is critical, yet safe control is challenging because algebraic constraints restrict allowable state trajectories. Control barrier functions (CBFs) provide computationally efficient safety filters for ordinary differential equation (ODE) systems. However, existing CBF methods are not directly applicable to DAEs due to potential conflicts between the CBF condition and the constraint manifold. This paper introduces DAE-aware CBFs that incorporate the differential-algebraic structure through projected vector fields. We derive conditions that ensure forward invariance of safe sets while preserving algebraic constraints and extend the framework to higher-index DAEs. A systematic verification framework is developed, establishing necessary and sufficient conditions for geometric correctness and feasibility of DAE-aware CBFs. For polynomial systems, sum-of-squares certificates are provided, while for nonpolynomial and neural network candidates, satisfiability modulo theories are used for falsification. The approach is validated on wind turbine and flexible-link manipulator systems.",Extends CBF theory to DAE systems,false,false,
smith-2026-global-local,From Global to Local: Hierarchical Probabilistic Verification for Reachability Learning,"Ebonye Smith, Sampada Deglurkar, Jingqi Li, Gechen Qu, Claire J. Tomlin",arXiv,Mar 2026,https://arxiv.org/abs/2603.24990,2026-03-31,web_survey,definitely,Safe & robust robot control|Hamilton-Jacobi reachability,0,Safety & Verification|Conformal Prediction,Hierarchical verification bridges offline global certification with online local refinement for reachability,Proposes a hierarchical probabilistic verification framework for learned reachability that combines offline scenario-optimization-based global certification with online local convex-program refinement near safe set boundaries. Provides probabilistic safety guarantees for both global and refined sets. Demonstrated on drone racing with complex safety constraints.,"Hamilton-Jacobi (HJ) reachability provides formal safety guarantees for nonlinear systems. However, it becomes computationally intractable in high-dimensional settings, motivating learning-based approximations that may introduce unsafe errors or overly optimistic safe sets. In this work, we propose a hierarchical probabilistic verification framework for reachability learning that bridges offline global certification and online local refinement. We first construct a coarse safe set using scenario optimization, providing an efficient global probabilistic certificate. We then introduce an online local refinement module that expands the certified safe set near its boundary by solving a sequence of convex programs, recovering regions excluded by the global verification. This refinement reduces conservatism while focusing computation on critical regions of the state space. We provide probabilistic safety guarantees for both the global and locally refined sets. Integrated with a switching mechanism between a learned reachability policy and a model-based controller, the proposed framework improves success rates in goal-reaching tasks with safety constraints, as demonstrated in simulation experiments of two drones racing to a goal with complex safety constraints.",Tomlin group - hierarchical reachability verification,false,false,
deglurkar-2026-active-calibration,Active Calibration of Reachable Sets Using Approximate Pick-to-Learn,"Sampada Deglurkar, Ebonye Smith, Jingqi Li, Claire J. Tomlin",arXiv,Mar 2026,https://arxiv.org/abs/2603.24894,2026-03-31,web_survey,definitely,Conformal prediction|Active learning|Hamilton-Jacobi reachability|Signal Temporal Logic (STL),0,Safety & Verification|Active Learning|Conformal Prediction,Active learning with conformal prediction calibrates reachable sets more sample-efficiently,"Proposes active learning for calibrating learned reachable sets, adapting the Pick-to-Learn algorithm to the active setting. Uses conformal prediction to ensure approximate error bounds are close to true model error. Demonstrated on drone racing, requiring fewer samples than baselines while providing tight generalization bounds.","Reachability computations that rely on learned or estimated models require calibration in order to uphold confidence about their guarantees. Calibration generally involves sampling scenarios inside the reachable set. However, producing reasonable probabilistic guarantees may require many samples, which can be costly. To remedy this, we propose that calibration of reachable sets be performed using active learning strategies. In order to produce a probabilistic guarantee on the active learning, we adapt the Pick-to-Learn algorithm, which produces generalization bounds for standard supervised learning, to the active learning setting. Our method, Approximate Pick-to-Learn, treats the process of choosing data samples as maximizing an approximate error function. We can then use conformal prediction to ensure that the approximate error is close to the true model error. We demonstrate our technique for a simulated drone racing example in which learning is used to provide an initial guess of the reachable tube. Our method requires fewer samples to calibrate the model and provides more accurate sets than the baselines. We simultaneously provide tight generalization bounds.",Tomlin group - active learning + conformal prediction for reachability,false,false,
srivastava-2026-fundamental-limits,Fundamental Limits of Black-Box Safety Evaluation,Vishal Srivastava,arXiv,Feb 2026,https://arxiv.org/abs/2602.16984,2026-03-31,web_survey,definitely,Safe & robust robot control|Latent-space safety analysis,1,Safety & Verification,Information-theoretic impossibility results for black-box AI safety evaluation established,"Formalizes fundamental limits of black-box safety evaluation through latent context-conditioned policies. Proves minimax lower bounds for passive and adaptive evaluation, and computational separation results under cryptographic assumptions. Provides explicit criteria for when architectural constraints or interpretability are mathematically necessary for safety.","Black-box safety evaluation of AI systems assumes model behavior on test distributions reliably predicts deployment performance. We formalize and challenge this assumption through latent context-conditioned policies -- models whose outputs depend on unobserved internal variables that are rare under evaluation but prevalent under deployment. We establish fundamental limits showing that no black-box evaluator can reliably estimate deployment risk for such models. (1) Passive evaluation: For evaluators sampling i.i.d. from D_eval, we prove minimax lower bounds via Le Cam's method: any estimator incurs expected absolute error >= (5/24)*delta*L approximately 0.208*delta*L, where delta is trigger probability under deployment and L is the loss gap. (2) Adaptive evaluation: Using a hash-based trigger construction and Yao's minimax principle, worst-case error remains >= delta*L/16 even for fully adaptive querying when D_dep is supported over a sufficiently large domain; detection requires Theta(1/epsilon) queries. (3) Computational separation: Under trapdoor one-way function assumptions, deployment environments possessing privileged information can activate unsafe behaviors that any polynomial-time evaluator without the trapdoor cannot distinguish. For white-box probing, estimating deployment risk to accuracy epsilon_R requires O(1/(gamma^2 * epsilon_R^2)) samples, where gamma = alpha_0 + alpha_1 - 1 measures probe quality, and we provide explicit bias correction under probe error. Our results quantify when black-box testing is statistically underdetermined and provide explicit criteria for when additional safeguards -- architectural constraints, training-time guarantees, interpretability, and deployment monitoring -- are mathematically necessary for worst-case safety assurance.",Theoretical foundations for black-box safety evaluation limits,false,false,
mouzouni-2026-black-box,Black-Box Reliability Certification for AI Agents via Self-Consistency Sampling and Conformal Calibration,Charafeddine Mouzouni,arXiv,Feb 2026,https://arxiv.org/abs/2602.21368,2026-03-31,web_survey,definitely,Conformal prediction,0,Conformal Prediction|Safety & Verification,Distribution-free reliability certification for black-box AI via conformal self-consistency,Derives a single reliability level per system-task pair using self-consistency sampling and conformal calibration with exact finite-sample distribution-free guarantees. Self-consistency sampling reduces uncertainty exponentially; conformal calibration guarantees correctness within 1/(n+1) of target. Validated across five benchmarks and five models.,"Given a black-box AI system and a task, at what confidence level can a practitioner trust the system's output? We answer with a reliability level -- a single number per system-task pair, derived from self-consistency sampling and conformal calibration, that serves as a black-box deployment gate with exact, finite-sample, distribution-free guarantees. Self-consistency sampling reduces uncertainty exponentially; conformal calibration guarantees correctness within 1/(n+1) of the target level, regardless of the system's errors -- made transparently visible through larger answer sets for harder questions. Weaker models earn lower reliability levels (not accuracy -- see Definition 2.4): GPT-4.1 earns 94.6% on GSM8K and 96.8% on TruthfulQA, while GPT-4.1-nano earns 89.8% on GSM8K and 66.5% on MMLU. We validate across five benchmarks, five models from three families, and both synthetic and real data. Conditional coverage on solvable items exceeds 0.93 across all configurations; sequential stopping reduces API costs by around 50%.",Conformal calibration for black-box AI reliability,false,false,
zhou-2026-conformal-prediction,Conformal Prediction Assessment: A Framework for Conditional Coverage Evaluation and Selection,"Zheng Zhou, Xiangfei Zhang, Chongguang Tao, Yuhong Yang",arXiv,Mar 2026,https://arxiv.org/abs/2603.27189,2026-03-31,web_survey,definitely,Safe & robust robot control|Conformal prediction,0,Conformal Prediction,New framework reframes conformal prediction evaluation as supervised learning of coverage reliability,"Proposes CPA, reframing conditional coverage evaluation as a supervised learning task by training a reliability estimator. Introduces the Conditional Validity Index decomposing reliability into safety (undercoverage risk) and efficiency (overcoverage cost). Establishes convergence rates and proves consistency of CVI-based model selection.","Conformal prediction provides rigorous distribution-free finite-sample guarantees for marginal coverage under the assumption of exchangeability, but may exhibit systematic undercoverage or overcoverage for specific subpopulations. Assessing conditional validity is challenging, as standard stratification methods suffer from the curse of dimensionality. We propose Conformal Prediction Assessment (CPA), a framework that reframes the evaluation of conditional coverage as a supervised learning task by training a reliability estimator that predicts instance-level coverage probabilities. Building on this estimator, we introduce the Conditional Validity Index (CVI), which decomposes reliability into safety (undercoverage risk) and efficiency (overcoverage cost). We establish convergence rates for the reliability estimator and prove the consistency of CVI-based model selection. Extensive experiments on synthetic and real-world datasets demonstrate that CPA effectively diagnoses local failure modes and that CC-Select, our CVI-based model selection algorithm, consistently identifies predictors with superior conditional coverage performance.",,false,false,
xu-2025-seeing-partial,Seeing with Partial Certainty: Conformal Prediction for Robotic Scene Recognition in Built Environments,"Yifan Xu, Vineet Kamat, Carol Menassa",arXiv,Jan 2025,https://arxiv.org/abs/2501.04947,2026-03-31,web_survey,definitely,Safe & robust robot control|Conformal prediction,0,Conformal Prediction|Safety & Verification,Conformal prediction gives VLM-based robot place recognition statistical safety guarantees,"Introduces SwPC, a framework using conformal prediction to provide statistical guarantees on VLM-based place recognition while minimizing human intervention requests. Works with any VLM without fine-tuning. Tested on Matterport3D, significantly increasing success rate and decreasing required human intervention.","In assistive robotics serving people with disabilities (PWD), accurate place recognition in built environments is crucial to ensure that robots navigate and interact safely within diverse indoor spaces. Language interfaces, particularly those powered by Large Language Models (LLM) and Vision Language Models (VLM), hold significant promise in this context, as they can interpret visual scenes and correlate them with semantic information. However, such interfaces are also known for their hallucinated predictions. In addition, language instructions provided by humans can also be ambiguous and lack precise details about specific locations, objects, or actions, exacerbating the hallucination issue. In this work, we introduce Seeing with Partial Certainty (SwPC) - a framework designed to measure and align uncertainty in VLM-based place recognition, enabling the model to recognize when it lacks confidence and seek assistance when necessary. This framework is built on the theory of conformal prediction to provide statistical guarantees on place recognition while minimizing requests for human help in complex indoor environment settings. Through experiments on the widely used richly-annotated scene dataset Matterport3D, we show that SwPC significantly increases the success rate and decreases the amount of human intervention required relative to the prior art. SwPC can be utilized with any VLMs directly without requiring model fine-tuning, offering a promising, lightweight approach to uncertainty modeling that complements and scales alongside the expanding capabilities of foundational models.",,false,false,
contreras-2025-safe-distribution,"Safe, Out-of-Distribution-Adaptive MPC with Conformalized Neural Network Ensembles","Jose Leopoldo Contreras, Ola Shorinwa, Mac Schwager",L4DC 2025,Jun 2025,https://proceedings.mlr.press/v283/contreras25a.html,2026-03-31,web_survey,definitely,Safe & robust robot control|Conformal prediction|Hamilton-Jacobi reachability,0,Conformal Prediction|Safety & Verification|Planning & Control,SODA-MPC switches between learned and reachability-based control using OOD-conformal monitoring,"Presents SODA-MPC using neural network ensembles with runtime OOD monitoring. Switches between NN-based collision avoidance during normal operation and reachability-based control under OOD conditions. Tested with real pedestrian data and NuScenes, demonstrating improved safety and task completion.","The authors present SODA-MPC, which uses an ensemble of learned models for prediction, with a runtime monitor to flag unreliable out-of-distribution (OOD) predictions. The system switches between two control strategies: during normal operation, it relies on neural network predictions for collision avoidance; when OOD conditions are detected, it engages a reachability-based controller to avoid collisions with the reachable set of the pedestrian. The method was tested using real pedestrian data and the NuScenes dataset, demonstrating improved safety and task completion compared to existing approaches.",,false,false,
henzinger-2025-predictive-monitoring,Predictive Monitoring of Black-Box Dynamical Systems,"Thomas A. Henzinger, Fabian Kresse, Kaushik Mallik, Emily Yu, Đorđe Žikelić",L4DC 2025,Jun 2025,https://proceedings.mlr.press/v283/henzinger25a.html,2026-03-31,web_survey,definitely,Safe & robust robot control,0,Safety & Verification,Lightweight predictive monitoring for black-box dynamical systems using Taylor expansion,Addresses runtime monitoring of black-box dynamical systems where internal mechanics are unknown. Predicts future states using Taylor expansion combined with backward difference operators for numerical differentiation. Includes error bound formula assuming smooth dynamics. Computationally lightweight yet more accurate than state-of-the-art predictive safety monitoring.,The researchers address runtime monitoring of black-box dynamical systems where internal mechanics remain unknown. Their approach predicts future system states using a combination of Taylor's expansion and the backward difference operator for numerical differentiation. The method includes an error bound formula assuming smooth dynamics. Testing showed their technique is computationally lightweight and yet significantly more accurate than the state-of-the-art predictive safety monitoring techniques.,Directly relevant - black-box system monitoring,false,false,
compton-2025-learning-layered,Learning for Layered Safety-Critical Control with Predictive Control Barrier Functions,"William D. Compton, Max H. Cohen, Aaron D. Ames",L4DC 2025,Jun 2025,https://proceedings.mlr.press/v283/compton25a.html,2026-03-31,web_survey,definitely,Safe & robust robot control|Control Barrier Functions (CBFs),0,Safety & Verification|Reinforcement Learning,Predictive CBFs bridge reduced-order and full-order model gap for layered safety control,Introduces predictive CBFs to address safety gaps between reduced-order and full-order models in layered control. Leverages FoM rollouts to define a predictive robustness term. Learns the term through massive parallel simulation with domain randomization. Demonstrated safe behavior on a 3D hopping robot with minimal conservatism.,"Safety filters leveraging control barrier functions (CBFs) are highly effective for enforcing safe behavior on complex systems. It is often easier to synthesize these for Reduced order Models (RoMs), and then track the resulting safe control input on the Full order Model (FoM)—yet gaps between the RoM and FoM can result in safety violations. This paper introduces predictive CBFs to address this gap: leveraging rollouts of the FoM to define a predictive robustness term added to the CBF condition. Theoretically, we prove that this guarantees safety in a layered control implementation. Practically, we learn the predictive robustness term through massive parallel simulation with domain randomization. We demonstrate in simulation that this yields safe behavior on the FoM with minimal conservatism, and experimentally realize predictive CBFs on a 3D hopping robot.",Ames group - predictive CBFs,false,false,
